product_id,Brand_name,category,initial_price,final_price,discount,sizes,best_offer,rating,rating_count
19206416,ABELINO,briefs,1899,379.0,80.0,"S, M, L, XL, XXL","Orders above Rs. 649 (only on first purchase), 262, MYNTRA200, Rs. 117.0 off (check cart for final savings)",3.6,14
22196594,Zoiro,briefs,499,499.0,56.0,"S, M, L, XL, XXL","Orders above Rs. 649 (only on first purchase), 345, MYNTRA200, Rs. 154.0 off (check cart for final savings)",5.0,6
22196914,Zivame,briefs,799,399.0,50.0,"S, M, L, XL","Orders above Rs. 649 (only on first purchase), 276, MYNTRA200, Rs. 123.0 off (check cart for final savings)",4.6,5
21906602,bummer,briefs,599,449.0,25.0,"S, M, L, XL, XXL","Orders above Rs. 649 (only on first purchase), 311, MYNTRA200, Rs. 138.0 off (check cart for final savings)",4.6,23
13889998,XYXX,briefs,249,249.0,56.0,"S, M, L, XL, XXL","Orders above Rs. 649 (only on first purchase), 172, MYNTRA200, Rs. 77.0 off (check cart for final savings)",4.1,202
22436508,Bruchi CLUB,briefs,888,310.0,65.0,"S, M, L, XL, XXL","Orders above Rs. 649 (only on first purchase), 214, MYNTRA200, Rs. 96.0 off (check cart for final savings)",5.0,4
21877640,DressBerry,camisoles,299,230.0,23.0,"S, M, L, XL, XXL","Orders above Rs. 449 (only on first purchase), 153, TOPBRANDOFFER, Rs. 77.0 off (check cart for final savings)",3.7,14
18882294,VStar,camisoles,265,265.0,56.0,XL,"Orders above Rs. 649 (only on first purchase), 183, MYNTRA200, Rs. 82.0 off (check cart for final savings)",4.8,10
21882284,H&M,candle-holders,1299,714.0,45.0,Onesize,"Orders above Rs. 749 (only on first purchase), 476, TOPBRANDOFFER, Rs. 238.0 off (check cart for final savings)",0.0,0
13669894,Vastraa Fusion,caps,1699,1699.0,70.0,Onesize,No best offer available,3.5,13
16281444,Bharatasya,caps,699,223.0,68.0,Onesize,"Orders above Rs. 649 (only on first purchase), 154, MYNTRA200, Rs. 69.0 off (check cart for final savings)",4.3,7
20129438,Skechers,casual-shoes,12999,7799.0,30.0,"6, 7, 8, 9, 10, 11","Orders above Rs. 1499 (only on first purchase), 7399, MYNTRA400, Rs. 400.0 off (check cart for final savings)",3.8,11
18506050,Bata,casual-shoes,1199,539.0,55.0,"2, 3, 4, 5, 6, 7, 8","Orders above Rs. 599 (only on first purchase), 359, MYNTRA200, Rs. 180.0 off (check cart for final savings)",4.4,86
21739362,Prolific,casual-shoes,2660,771.0,71.0,"6, 7, 8, 9, 10, 11","Orders above Rs. 999 (only on first purchase), 539, MYNTRA300, Rs. 232.0 off (check cart for final savings)",3.9,8
21903832,U.S. Polo Assn.,casual-shoes,4299,3224.0,25.0,"3, 4, 5, 6, 7","Orders above Rs. 1499 (only on first purchase), 2824, MYNTRA400, Rs. 400.0 off (check cart for final savings)",4.1,16
21651940,HIGHLANDER,casual-shoes,1898,569.0,55.0,"6, 7, 8, 9, 10, 11","Orders above Rs. 749 (only on first purchase), 379, TOPBRANDOFFER, Rs. 190.0 off (check cart for final savings)",3.4,25
21321784,San Frissco,casual-shoes,5995,1678.0,72.0,"6, 7, 8, 9, 10, 11","Orders above Rs. 1499 (only on first purchase), 1278, MYNTRA400, Rs. 400.0 off (check cart for final savings)",4.3,6
21482828,Eego Italy,casual-shoes,2999,899.0,70.0,"6, 7, 8, 9, 10","Orders above Rs. 999 (only on first purchase), 629, MYNTRA300, Rs. 270.0 off (check cart for final savings)",0.0,0
21907914,MOZAFIA,casual-shoes,1999,799.0,60.0,"6, 7, 8, 9, 10, 11","Orders above Rs. 999 (only on first purchase), 559, MYNTRA300, Rs. 240.0 off (check cart for final savings)",4.0,225
21497770,Puma,casual-shoes,4999,2249.0,55.0,"6, 7, 8, 9, 10, 11","Orders above Rs. 1499 (only on first purchase), 1849, MYNTRA400, Rs. 400.0 off (check cart for final savings)",4.1,111
21169272,HRX by Hrithik Roshan,casual-shoes,3299,1649.0,50.0,"6, 7, 8, 9, 10, 11","Orders above Rs. 1499 (only on first purchase), 1249, MYNTRA400, Rs. 400.0 off (check cart for final savings)",3.9,107
13643492,WROGN,casual-shoes,3599,3599.0,55.0,"6, 7, 8, 9, 10, 11",No best offer available,3.7,58
13638220,FAUSTO,casual-shoes,999,999.0,1.0,"6, 7, 8, 9, 10",No best offer available,3.2,6
13638232,FAUSTO,casual-shoes,1299,1299.0,1.0,"6, 7, 8, 9, 10",No best offer available,2.5,4
18489168,TOMS,casual-shoes,4999,4999.0,56.0,"3, 4, 5, 6, 7, 8","Orders above Rs. 1499 (only on first purchase), 4599, MYNTRA400, Rs. 400.0 off (check cart for final savings)",4.3,6
18997532,Fame Forever by Lifestyle,casual-shoes,999,599.0,40.0,"2.5-3Y, 3-3.5Y, 3.5-4Y, 4-4.5Y, 4.5-5Y, 5-5.5Y, 5.5-6Y","Orders above Rs. 649 (only on first purchase), 414, MYNTRA200, Rs. 185.0 off (check cart for final savings)",0.0,0
18091436,HIGHLANDER,casual-shoes,2198,659.0,50.0,"6, 7, 8, 9, 10, 11","Orders above Rs. 749 (only on first purchase), 439, TOPBRANDOFFER, Rs. 220.0 off (check cart for final savings)",3.9,51
17312062,Clarks,casual-shoes,6999,6999.0,50.0,"6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 11, 12","Orders above Rs. 1499 (only on first purchase), 6599, MYNTRA400, Rs. 400.0 off (check cart for final savings)",4.6,31
17314086,EVERLY,casual-shoes,1499,899.0,40.0,"3, 4, 5, 6, 7, 8","Orders above Rs. 999 (only on first purchase), 629, MYNTRA300, Rs. 270.0 off (check cart for final savings)",3.7,79
17312144,Clarks,casual-shoes,10999,7149.0,35.0,"6, 7, 8, 9, 10, 11","Orders above Rs. 1499 (only on first purchase), 6749, MYNTRA400, Rs. 400.0 off (check cart for final savings)",3.7,3
17350218,Delize,casual-shoes,13999,4479.0,68.0,"6, 7, 8, 9, 10, 11","Purchase of 3 or more items, 3807, NEWSAVINGS, 15.0%  off (check cart for final savings)",0.0,0
17361518,Buckaroo,casual-shoes,4999,3749.0,25.0,"5, 6, 7, 8, 9, 10, 11, 12","Orders above Rs. 1499 (only on first purchase), 3349, MYNTRA400, Rs. 400.0 off (check cart for final savings)",0.0,0
16284648,Crew STREET,casual-shoes,3099,1394.0,55.0,"4, 5, 6, 7, 8","Orders above Rs. 1499 (only on first purchase), 1022, MYNTRA400, Rs. 372.0 off (check cart for final savings)",4.1,41
19103830,PUMA Motorsport,casual-shoes,6999,4199.0,55.0,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Purchase of 3 or more items, 3569, NEWSAVINGS, 15.0%  off (check cart for final savings)",4.5,157
21937664,Cortina,chair-cover,2598,935.0,64.0,Onesize,"Orders above Rs. 999 (only on first purchase), 654, MYNTRA300, Rs. 281.0 off (check cart for final savings)",4.7,15
16712992,Cutiekins,clothing-set,1999,719.0,70.0,"4-5Y, 5-6Y, 6-7Y, 7-8Y, 8-9Y, 9-10Y, 10-11Y, 11-12Y, 12-14Y, 14-16Y","Orders above Rs. 999 (only on first purchase), 503, MYNTRA300, Rs. 216.0 off (check cart for final savings)",4.1,454
21836198,Nottie Planet,clothing-set,449,314.0,30.0,"12-18M, 18-24M, 2-3Y","Orders above Rs. 649 (only on first purchase), 217, MYNTRA200, Rs. 97.0 off (check cart for final savings)",4.5,13
18193844,Rubans,clutches,1980,1980.0,75.0,Onesize,No best offer available,4.1,25
16694464,Ahalyaa,co-ords,5000,1700.0,66.0,"S, M, L, XL, XXL","Orders above Rs. 1499 (only on first purchase), 1300, MYNTRA400, Rs. 400.0 off (check cart for final savings)",4.1,195
18494054,Home Sizzler,curtains-and-sheers,799,399.0,40.0,"Window, Door, Long Door","Orders above Rs. 649 (only on first purchase), 276, MYNTRA200, Rs. 123.0 off (check cart for final savings)",4.3,48
18462808,Homefab India,curtains-and-sheers,1199,569.0,52.0,"Door, Long Door, Window","Orders above Rs. 649 (only on first purchase), 394, MYNTRA200, Rs. 175.0 off (check cart for final savings)",0.0,0
16185546,ellementry,cutlery,1750,1750.0,56.0,Onesize,"Orders above Rs. 1499 (only on first purchase), 1350, MYNTRA400, Rs. 400.0 off (check cart for final savings)",5.0,5
15174886,MIAH Decor,dinnerware,599,359.0,40.0,Onesize,"Orders above Rs. 649 (only on first purchase), 248, MYNTRA200, Rs. 111.0 off (check cart for final savings)",3.2,6
21664722,Curvy Clan,dresses,2999,2999.0,56.0,"XL, XXL, 3XL, 4XL, 5XL, 6XL, 7XL","Orders above Rs. 1499 (only on first purchase), 2599, MYNTRA400, Rs. 400.0 off (check cart for final savings)",3.7,3
21426422,Trendyol,dresses,4399,2419.0,45.0,"XS, S, M, L","Orders above Rs. 1499 (only on first purchase), 2019, MYNTRA400, Rs. 400.0 off (check cart for final savings)",4.1,10
21238004,COVER STORY,dresses,3490,2094.0,40.0,"XS, S, M, L, XL, XXL","Orders above Rs. 1499 (only on first purchase), 1694, MYNTRA400, Rs. 400.0 off (check cart for final savings)",4.8,24
21426632,Trendyol,dresses,3599,2519.0,30.0,"XS, S, M, L, XL","Orders above Rs. 1499 (only on first purchase), 2119, MYNTRA400, Rs. 400.0 off (check cart for final savings)",3.9,35
21673378,RACHNA,dresses,1299,628.0,51.0,"M, L, XL, XXL","Orders above Rs. 649 (only on first purchase), 434, MYNTRA200, Rs. 194.0 off (check cart for final savings)",3.0,4
21664936,Label Ritu Kumar,dresses,5900,4130.0,30.0,"XS, S, M, L, XL","Orders above Rs. 1499 (only on first purchase), 3730, MYNTRA400, Rs. 400.0 off (check cart for final savings)",0.0,0
21665324,Harpa,dresses,1999,899.0,55.0,"XS, S, M, L, XL","Orders above Rs. 999 (only on first purchase), 629, MYNTRA300, Rs. 270.0 off (check cart for final savings)",2.3,4
21664854,aarke Ritu Kumar,dresses,2200,1540.0,30.0,"XS, S, M, L, XL","Orders above Rs. 1499 (only on first purchase), 1140, MYNTRA400, Rs. 400.0 off (check cart for final savings)",4.0,6
21664974,Label Ritu Kumar,dresses,4500,3150.0,30.0,"XS, S, M, L, XL","Orders above Rs. 1499 (only on first purchase), 2750, MYNTRA400, Rs. 400.0 off (check cart for final savings)",4.6,7
21664840,aarke Ritu Kumar,dresses,3500,2450.0,30.0,"XS, S, M, L","Orders above Rs. 1499 (only on first purchase), 2050, MYNTRA400, Rs. 400.0 off (check cart for final savings)",4.0,6
21980370,Tokyo Talkies,dresses,1599,335.0,79.0,"XS, S, M, L, XL","Orders above Rs. 449 (only on first purchase), 223, TOPBRANDOFFER, Rs. 112.0 off (check cart for final savings)",3.7,26
21616436,Curves by MISH,dresses,3999,2519.0,37.0,"XL, XXL, 3XL, 4XL, 5XL, 6XL","Orders above Rs. 1499 (only on first purchase), 2119, MYNTRA400, Rs. 400.0 off (check cart for final savings)",0.0,0
21988674,Sangria,dresses,2999,599.0,80.0,"XS, S, M, L, XL, XXL","Orders above Rs. 749 (only on first purchase), 399, TOPBRANDOFFER, Rs. 200.0 off (check cart for final savings)",0.0,0
22004792,WoowZerz,dresses,2495,1247.0,50.0,"XS, S, M, L, XL","Orders above Rs. 1499 (only on first purchase), 914, MYNTRA400, Rs. 333.0 off (check cart for final savings)",4.8,26
21979790,Vishudh,dresses,2049,471.0,77.0,"S, M, L, XL, XXL","Orders above Rs. 649 (only on first purchase), 326, MYNTRA200, Rs. 145.0 off (check cart for final savings)",3.8,55
18962890,Athena,dresses,2499,899.0,64.0,"XS, S, M, L, XL, XXL","Orders above Rs. 999 (only on first purchase), 629, MYNTRA300, Rs. 270.0 off (check cart for final savings)",4.0,34
19027298,DressBerry,dresses,1499,884.0,41.0,"12-13Y, 14-15Y, 16-17Y","Orders above Rs. 1099 (only on first purchase), 602, TOPBRANDOFFER, Rs. 282.0 off (check cart for final savings)",3.8,40
18962984,Athena,dresses,2499,799.0,68.0,"XS, S, M, L, XL, XXL","Orders above Rs. 999 (only on first purchase), 559, MYNTRA300, Rs. 240.0 off (check cart for final savings)",4.3,236
18951626,Berrylush,dresses,1899,398.0,78.0,"S, M, L, XL","Orders above Rs. 649 (only on first purchase), 275, MYNTRA200, Rs. 123.0 off (check cart for final savings)",4.0,60
18816460,Ethnovog,dresses,7828,3757.0,52.0,"XS, S, M, L, XL, XXL, 3XL","Orders above Rs. 1499 (only on first purchase), 3357, MYNTRA400, Rs. 400.0 off (check cart for final savings)",3.7,6
18944812,DRAAX Fashions,dresses,2399,2399.0,56.0,"XXS, XS, S, M, L, XL, XXL","Orders above Rs. 1499 (only on first purchase), 1999, MYNTRA400, Rs. 400.0 off (check cart for final savings)",3.6,8
18977246,AURELIA,dresses,4299,1750.0,59.0,"XS, S, M, L, XL, XXL, 3XL, 4XL","Orders above Rs. 1499 (only on first purchase), 1350, MYNTRA400, Rs. 400.0 off (check cart for final savings)",4.1,140
18803110,Athena Girl,dresses,2299,597.0,74.0,"10-11Y, 12-13Y, 14-15Y, 15-16Y","Orders above Rs. 649 (only on first purchase), 413, MYNTRA200, Rs. 184.0 off (check cart for final savings)",3.5,6
18962990,Athena,dresses,2499,849.0,66.0,"XS, S, M, L, XL, XXL","Orders above Rs. 999 (only on first purchase), 594, MYNTRA300, Rs. 255.0 off (check cart for final savings)",4.2,35
18951632,Berrylush,dresses,1899,379.0,80.0,"S, M, L, XL","Orders above Rs. 649 (only on first purchase), 262, MYNTRA200, Rs. 117.0 off (check cart for final savings)",3.9,69
18956684,Forevermore,dresses,1599,1599.0,56.0,"S, M, L, XL","Orders above Rs. 1499 (only on first purchase), 1199, MYNTRA400, Rs. 400.0 off (check cart for final savings)",4.2,5
18981160,Amydus,dresses,2799,2799.0,56.0,"XXL, 3XL, 4XL, 5XL, 6XL, 7XL, 8XL, 9XL","Orders above Rs. 1499 (only on first purchase), 2399, MYNTRA400, Rs. 400.0 off (check cart for final savings)",4.7,43
18962952,Athena,dresses,2799,1119.0,60.0,"XS, S, M, L, XL, XXL","Orders above Rs. 999 (only on first purchase), 819, MYNTRA300, Rs. 300.0 off (check cart for final savings)",4.2,3797
18207844,H&M,dresses,1999,1999.0,56.0,"XS, S, M, L, XL",No best offer available,3.0,7
15736838,U&F,dresses,1999,679.0,66.0,"S, M, L, XL","Orders above Rs. 999 (only on first purchase), 475, MYNTRA300, Rs. 204.0 off (check cart for final savings)",3.8,1023
15788324,Tokyo Talkies,dresses,1399,475.0,53.0,"S, M, L, XL","Orders above Rs. 749 (only on first purchase), 316, TOPBRANDOFFER, Rs. 159.0 off (check cart for final savings)",4.2,347
15691054,QUIERO,dresses,2686,940.0,65.0,"XS, S, M","Orders above Rs. 999 (only on first purchase), 658, MYNTRA300, Rs. 282.0 off (check cart for final savings)",3.4,7
15691070,QUIERO,dresses,2820,987.0,65.0,"XS, S, M, L","Orders above Rs. 999 (only on first purchase), 691, MYNTRA300, Rs. 296.0 off (check cart for final savings)",4.1,474
13770986,all about you,dresses,2999,2999.0,56.0,"XS, S, M, L, XL",No best offer available,4.2,38
17586858,RARE,dresses,1799,809.0,55.0,"S, M, L, XL","Orders above Rs. 999 (only on first purchase), 566, MYNTRA300, Rs. 243.0 off (check cart for final savings)",3.4,23
17692606,Style Quotient,dresses,1899,892.0,53.0,"S, M, L, XL","Orders above Rs. 999 (only on first purchase), 624, MYNTRA300, Rs. 268.0 off (check cart for final savings)",3.9,12
17592092,U&F,dresses,2899,753.0,74.0,"S, M, L, XL","Orders above Rs. 999 (only on first purchase), 527, MYNTRA300, Rs. 226.0 off (check cart for final savings)",4.1,7
17661682,Tokyo Talkies,dresses,1549,340.0,61.0,"XS, S, M, L, XL","Orders above Rs. 449 (only on first purchase), 226, TOPBRANDOFFER, Rs. 114.0 off (check cart for final savings)",4.1,13
17692718,Style Quotient,dresses,1599,495.0,69.0,"S, M, L, XL","Orders above Rs. 649 (only on first purchase), 342, MYNTRA200, Rs. 153.0 off (check cart for final savings)",4.8,8
17194598,Tokyo Talkies,dresses,1749,437.0,65.0,"XS, S, M, L, XL","Orders above Rs. 449 (only on first purchase), 291, TOPBRANDOFFER, Rs. 146.0 off (check cart for final savings)",4.3,48
17194592,Tokyo Talkies,dresses,1749,367.0,65.0,"XS, S, M, L, XL","Orders above Rs. 449 (only on first purchase), 244, TOPBRANDOFFER, Rs. 123.0 off (check cart for final savings)",4.1,240
18207478,Tokyo Talkies,dresses,699,279.0,60.0,"XS, S, M, L, XL","Orders above Rs. 449 (only on first purchase), 186, TOPBRANDOFFER, Rs. 93.0 off (check cart for final savings)",4.1,333
19032542,BUY NEW TREND,dresses,1499,749.0,50.0,"S, M, L","Orders above Rs. 999 (only on first purchase), 524, MYNTRA300, Rs. 225.0 off (check cart for final savings)",3.8,8
18996672,Bella Moda,dresses,2017,605.0,70.0,"1-2Y, 2-3Y, 3-4Y, 4-5Y, 5-6Y","Orders above Rs. 649 (only on first purchase), 419, MYNTRA200, Rs. 186.0 off (check cart for final savings)",4.6,8
19213302,8seconds,dresses,5099,2804.0,45.0,"S, M, L","Purchase of 3 or more items (only on first purchase), 2304, SHOPEXTRA, 20.0%  off upto Rs. 500.0 (check cart for final savings)",0.0,0
15191784,Kazo,dresses,3690,1476.0,60.0,"XS, S, M, L, XL","Orders above Rs. 1499 (only on first purchase), 1082, MYNTRA400, Rs. 394.0 off (check cart for final savings)",4.0,35
19213200,Label Ritu Kumar,dresses,5200,3120.0,40.0,"XS, S, M, L","Orders above Rs. 1499 (only on first purchase), 2720, MYNTRA400, Rs. 400.0 off (check cart for final savings)",4.8,5
19213186,Label Ritu Kumar,dresses,6900,4830.0,30.0,"XS, S, M, L","Orders above Rs. 1499 (only on first purchase), 4430, MYNTRA400, Rs. 400.0 off (check cart for final savings)",1.9,7
15104856,SCORPIUS,dresses,1999,599.0,70.0,"S, M, L, XL","Orders above Rs. 649 (only on first purchase), 414, MYNTRA200, Rs. 185.0 off (check cart for final savings)",0.0,0
20040576,U&F,dresses,2899,927.0,68.0,"S, M, L, XL, XXL, 3XL, 4XL, 5XL","Orders above Rs. 999 (only on first purchase), 649, MYNTRA300, Rs. 278.0 off (check cart for final savings)",3.8,23
19987092,Vastralay,dresses,2999,659.0,78.0,"S, M, L, XL, XXL","Orders above Rs. 649 (only on first purchase), 459, MYNTRA200, Rs. 200.0 off (check cart for final savings)",4.2,17
10054817,Veni Vidi Vici,dresses,1890,756.0,60.0,"XS, S, M, L","Orders above Rs. 999 (only on first purchase), 529, MYNTRA300, Rs. 227.0 off (check cart for final savings)",4.3,110
10054855,Veni Vidi Vici,dresses,1890,756.0,60.0,"XS, S, M, L","Orders above Rs. 999 (only on first purchase), 529, MYNTRA300, Rs. 227.0 off (check cart for final savings)",4.2,389
10691426,SASSAFRAS,dresses,2199,769.0,65.0,"XS, S, M, L, XL, XXL","Orders above Rs. 749 (only on first purchase), 519, TOPBRANDOFFER, Rs. 250.0 off (check cart for final savings)",4.5,4441
20040566,U&F,dresses,2899,869.0,70.0,"3XL, 4XL, 5XL","Orders above Rs. 999 (only on first purchase), 608, MYNTRA300, Rs. 261.0 off (check cart for final savings)",3.3,8
18963006,Athena,dresses,2499,799.0,68.0,"XS, S, M, L, XL, XXL","Orders above Rs. 999 (only on first purchase), 559, MYNTRA300, Rs. 240.0 off (check cart for final savings)",4.3,45
19513066,Stylecast X Hersheinbox,dresses,2559,2559.0,54.0,"XS, S, M, L, XL",No best offer available,4.5,11
13703862,Style Quotient,dresses,1749,507.0,71.0,"S, M, L, XL","Orders above Rs. 649 (only on first purchase), 351, MYNTRA200, Rs. 156.0 off (check cart for final savings)",3.9,46
18975316,Berrylush,dresses,3200,640.0,74.0,"S, M, L, XL","Orders above Rs. 649 (only on first purchase), 443, MYNTRA200, Rs. 197.0 off (check cart for final savings)",4.2,31
21664826,aarke Ritu Kumar,dresses,2800,1960.0,30.0,"XS, S, M, L","Orders above Rs. 1499 (only on first purchase), 1560, MYNTRA400, Rs. 400.0 off (check cart for final savings)",4.0,6
